,Area,Room,Parking,Warehouse,Elevator,Address,Price
2017,57,1,0,1,1,Ostad Moein,1320000000
2019,84,2,1,1,1,Pirouzi,2250000000
2021,93,2,1,1,1,Saadat Abad,5600000000
2022,85,2,1,1,1,Gheitarieh,8000000000
2023,100,2,1,1,1,Saadat Abad,7400000000
2024,153,2,1,1,1,Aqdasieh,10500000000
2025,122,3,1,1,1,Saadat Abad,8000000000
2026,150,2,1,1,1,Aqdasieh,10500000000
2027,56,2,1,1,1,Ostad Moein,1500000000
2028,150,2,1,1,1,Araj,10500000000
2031,140,3,1,1,1,Shahrake Qods,2590000000
2033,67,2,1,1,0,Jeyhoon,1500000000
2034,86,2,1,1,1,Gheitarieh,7200000000
2036,84,2,1,1,1,Gheitarieh,7400000000
2037,86,2,1,1,1,Central Janatabad,3800000000
2039,67,2,1,1,1,Shahran,2300000000
2040,90,2,1,1,1,Northern Janatabad,4800000000
2041,83,2,1,1,1,Gheitarieh,7300000000
2042,70,2,1,1,1,Jeyhoon,1730000000
2043,88,2,1,1,1,Shahrake Qods,1135200000
2044,167,3,1,1,1,Gheitarieh,11000000000
2045,100,2,0,0,0,Shahrake Qods,650000000
2046,100,2,1,1,1,Shahrake Qods,1000000000
2047,60,2,1,1,1,Southern Janatabad,2300000000
2048,155,3,1,1,1,Gheitarieh,11000000000
2049,76,2,1,1,1,Jeyhoon,1850000000
2050,90,2,1,1,1,Shahrake Qods,900000000
2051,65,1,1,1,1,Shahrake Qods,535000000
2052,80,2,1,1,1,Shahrake Qods,680000000
2053,135,2,1,1,1,Gheitarieh,8700000000
2054,94,2,1,1,1,Shahrake Qods,950000000
2055,110,2,1,1,1,Gheitarieh,8200000000
2056,115,3,1,1,1,Farmanieh,6900000000
2057,170,3,1,1,1,Gheitarieh,11200000000
2058,115,3,0,1,1,Farmanieh,6900000000
2059,60,1,0,0,0,Damavand,900000000
2060,105,2,1,1,1,Saadat Abad,5800000000
2061,61,2,0,1,0,Salsabil,1040000000
2062,100,2,1,1,1,Saadat Abad,6000000000
2063,145,3,1,1,1,Jeyhoon,4600000000
2064,87,2,1,1,1,Pardis,479000000
2065,87,2,1,1,1,Pardis,496000000
2066,115,3,1,1,1,Shahrake Gharb,6500000000
2067,85,2,1,1,1,Pardis,690000000
2068,67,2,1,1,0,Punak,2280000000
2069,94,2,1,1,1,Shahran,2280000000
2073,86,2,1,1,1,Pardis,890000000
2074,60,2,1,1,1,West Ferdows Boulevard,2650000000
2075,58,1,1,1,1,Shahrake Gharb,3400000000
2076,76,2,1,1,1,Shahr-e-Ziba,2850000000
2077,57,1,1,1,1,Southern Program Organization,2400000000
2078,81,2,1,1,1,West Ferdows Boulevard,3300000000
2079,112,3,1,1,1,West Ferdows Boulevard,3600000000
2080,75,2,1,1,1,Shahran,3500000000
2081,153,3,1,1,1,Punak,7500000000
2082,95,2,1,1,1,Shahrake Gharb,5100000000
2083,101,2,1,1,1,Shahrake Gharb,6565000000
2095,65,2,1,1,0,Jeyhoon,1450000000
2096,88,3,0,1,1,Parand,475000000
2097,113,3,1,1,0,Gheitarieh,6000000000
2098,50,1,1,1,0,Shahrake Qods,360000000
2099,45,1,0,0,1,Ostad Moein,1200000000
2100,53,1,0,1,1,Narmak,1350000000
2101,100,2,1,1,1,Andisheh,1800000000
2102,50,1,1,1,0,Shahryar,500000000
2103,43,0,0,1,0,Nasim Shahr,360000000
2104,85,2,1,1,0,Baghestan,765000000
2105,134,3,1,1,1,North Program Organization,6400000000
2106,90,2,1,1,1,Shahr-e-Ziba,3000000000
2107,90,2,1,1,1,Shahrake Qods,1260000000
2108,135,2,1,1,0,SabaShahr,2200000000
2109,130,3,1,1,1,Railway,5850000000
2110,55,1,1,1,0,Andisheh,550000000
2111,200,5,0,0,0,Dehkade Olampic,12000000000
2112,107,2,1,1,1,Shahrake Madaen,800000000
2113,150,2,1,1,1,Pakdasht,1270000000
2114,56,1,0,1,0,Ostad Moein,1200000000
2115,160,3,1,1,0,Azadshahr,4500000000
2116,138,3,1,1,1,Salsabil,3584000000
2117,125,3,1,1,1,Tehransar,3750000000
2118,83,2,1,1,1,Shahr-e-Ziba,2510000000
2119,131,3,1,1,1,Railway,5850000000
2120,115,2,1,1,1,Central Janatabad,4870000000
2121,50,1,1,1,0,Andisheh,650000000
2122,91,2,1,1,1,West Ferdows Boulevard,3600000000
2123,80,2,1,1,1,Central Janatabad,3395000000
2124,40,1,0,1,0,Qasr-od-Dasht,720000000
2125,68,2,1,1,1,Shahr-e-Ziba,2150000000
2126,110,2,1,1,1,Shahran,3920000000
2128,50,1,1,1,0,Beryanak,830000000
2129,110,2,1,1,1,Shahr-e-Ziba,5550000000
2130,95,2,1,1,1,Shahr-e-Ziba,2920000000
2131,65,2,1,1,1,Southern Janatabad,2250000000
2133,62,2,0,1,0,Beryanak,930000000
2134,37,1,0,1,1,Hashemi,830000000
2135,105,2,1,1,1,West Ferdows Boulevard,3650000000
2136,41,1,0,1,0,Salsabil,770000000
2137,85,2,1,1,1,Shahrakeh Naft,4600000000
2138,150,3,1,1,1,Shahrake Gharb,12350000000
2139,83,2,1,1,1,East Ferdows Boulevard,2800000000
2140,174,3,1,1,1,Valiasr,10000000000
2141,105,3,1,1,1,Yousef Abad,4725000000
2142,57,2,0,0,1,Waterfall,1265000000
2143,200,3,1,1,1,Sadeghieh,7000000000
2144,75,2,0,0,0,Baghestan,600000000
2145,87,2,0,0,0,Pardis,900000000
2146,63,2,0,1,0,Qasr-od-Dasht,1260000000
2147,64,2,1,1,1,Central Janatabad,2240000000
2148,65,2,0,0,0,Ostad Moein,1200000000
2150,44,1,0,1,0,Shahryar,570000000
2151,85,2,0,0,0,Pakdasht,355000000
2152,43,1,0,1,0,Ahang,800000000
2153,118,3,1,1,1,Sattarkhan,4900000000
2154,92,2,1,1,1,Shahran,2700000000
2155,124,3,1,1,1,Sattarkhan,3400000000
2156,56,1,0,1,0,Jeyhoon,950000000
2157,40,1,0,1,0,Pirouzi,870000000
2158,92,2,1,1,1,West Ferdows Boulevard,2970000000
2159,86,2,1,1,1,Central Janatabad,3330000000
2160,51,2,1,1,0,Shahran,1850000000
2161,70,1,0,0,0,Baghestan,560000000
2162,85,2,1,1,1,Shahrake Qods,1062000000
2163,51,1,0,1,0,Ostad Moein,900000000
2164,131,2,1,1,1,Ray,3400000000
2165,48,1,0,1,0,Komeil,820000000
2166,84,2,1,1,0,Andisheh,773000000
2167,95,2,1,1,1,Hashemi,2350000000
2168,74,2,1,1,1,Eskandari,2960000000
2169,68,2,1,1,1,East Ferdows Boulevard,2500000000
2172,44,1,0,1,0,Qasr-od-Dasht,770000000
2173,82,2,1,1,1,Shahran,2850000000
2175,42,1,0,1,0,Pirouzi,960000000
2176,63,1,1,1,1,Aqdasieh,4000000000
2177,110,2,0,1,1,Salehabad,750000000
2180,57,1,1,1,0,Feiz Garden,1930000000
2181,170,3,1,1,1,Pakdasht,1280000000
2182,115,2,1,1,0,Golestan,2050000000
2183,68,2,1,1,1,Southern Program Organization,2700000000
2184,62,1,0,1,1,Baghestan,620000000
2185,56,1,1,1,1,Shahr-e-Ziba,2200000000
2186,75,2,1,1,1,Shahran,3110000000
2187,95,2,1,1,1,Pasdaran,5850000000
2188,144,3,1,1,1,Zafar,10368000000
2189,50,1,0,0,1,Qarchak,380000000
2190,78,2,1,1,0,Sattarkhan,2100000000
2191,95,2,1,0,1,Ray,2050000000
2192,90,2,1,1,1,Ray,1800000000
2195,71,2,1,1,1,West Ferdows Boulevard,2330000000
2196,80,1,0,0,0,Pishva,380000000
2197,44,1,1,0,1,Ostad Moein,1000000000
2198,46,1,1,1,1,Jeyhoon,1150000000
2199,78,2,1,1,0,Sattarkhan,2010000000
2200,67,2,0,1,0,Karoon,1070000000
2201,49,1,1,1,0,Andisheh,110000000
2202,105,2,1,1,1,Andisheh,1200000000
2203,72,2,0,1,1,Beryanak,1290000000
2204,65,2,0,1,1,Salsabil,1220000000
2205,80,2,1,1,1,West Pars,2160000000
2206,66,2,0,1,0,Jeyhoon,1187000000
2207,58,2,0,1,0,Jeyhoon,1210000000
2208,67,2,0,1,0,Salsabil,1215000000
2209,89,2,1,1,0,Andisheh,1068000000
2210,75,2,1,1,1,Beryanak,1450000000
2211,85,2,0,1,1,Si Metri Ji,1440000000
2212,94,2,1,1,1,Central Janatabad,4300000000
2213,67,2,1,1,0,Jeyhoon,1440000000
2214,60,1,0,1,1,Shahrake Qods,920000000
2215,67,1,1,0,1,Beryanak,1415000000
2216,65,2,0,0,1,Beryanak,1310000000
2217,72,2,0,1,1,Beryanak,1300000000
2218,62,2,1,1,1,Salsabil,1350000000
2219,37,1,0,1,1,Ostad Moein,999000000
2220,105,3,1,1,1,Shahr-e-Ziba,3550000000
2221,78,2,0,0,1,Parand,417000000
2222,53,1,0,1,0,Baghestan,450000000
2223,80,2,0,1,1,Shahr-e-Ziba,2450000000
2224,88,2,1,1,1,Persian Gulf Martyrs Lake,2850000000
2225,39,1,0,1,0,Andisheh,370000000
2226,128,2,1,1,1,Jordan,6144000000
2227,87,2,1,1,1,Shahrake Shahid Bagheri,2450000000
2228,48,1,0,1,0,Beryanak,830000000
2231,75,2,1,1,1,Punak,2300000000
2232,110,3,1,1,1,Jordan,6160000000
2233,172,3,1,1,1,Heravi,9300000000
2234,147,3,1,1,1,Yousef Abad,11600000000
2235,70,1,1,1,0,Enghelab,1540000000
2237,115,2,1,1,1,Heravi,6000000000
2238,114,2,1,1,1,Pakdasht,1090000000
2239,40,1,1,1,0,Pirouzi,1380000000
2240,125,3,1,1,1,Yousef Abad,8450000000
2241,90,2,1,1,1,Golestan,1315000000
2242,78,2,0,1,1,Gisha,1794000000
2244,47,1,0,1,0,Ostad Moein,1050000000
2245,114,3,1,1,1,Yousef Abad,4900000000
2246,65,1,1,1,1,Southern Janatabad,2500000000
2247,50,1,0,1,0,Baghestan,410000000
2248,125,2,1,1,1,Islamshahr Elahieh,1750000000
2249,41,1,0,0,0,Salsabil,815000000
2250,136,3,1,1,1,Yousef Abad,8200000000
2251,40,1,0,1,0,Jeyhoon,800000000
2252,60,2,0,1,0,Si Metri Ji,650000000
2253,75,2,1,1,1,Pirouzi,1750000000
2254,120,3,1,1,1,Yousef Abad,8000000000
2255,165,3,1,1,1,Pakdasht,1000000000
2256,110,2,0,1,0,Pakdasht,640000000
2257,116,2,1,1,1,Shahran,4640000000
2258,115,2,1,1,1,Shahran,4500000000
2259,77,2,0,1,1,Pakdasht,460000000
2260,120,3,1,1,1,Yousef Abad,7000000000
2261,100,2,0,1,1,Pakdasht,660000000
2262,130,3,1,1,1,Yousef Abad,6000000000
2263,60,1,1,1,1,Islamshahr,1200000000
2264,75,2,0,1,1,Parand,385000000
2265,128,3,1,1,0,Niavaran,8500000000
2267,135,3,1,1,1,Yousef Abad,10000000000
2268,60,1,1,1,1,Zafar,1200000000
2269,41,1,0,0,0,Elahieh,815000000
2270,113,2,1,1,1,Niavaran,9000000000
2271,52,1,0,1,1,Andisheh,665000000
2272,100,2,1,1,1,Aqdasieh,7000000000
2273,66,2,1,1,0,Punak,2650000000
2277,90,1,1,1,1,Kamranieh,10000000000
2279,51,1,1,0,1,Ray - Montazeri,1250000000
2280,70,2,1,1,0,Punak,2680000000
2281,73,2,1,1,0,West Ferdows Boulevard,2200000000
2283,87,2,1,1,1,Darabad,5850000000
2284,120,2,1,1,1,Velenjak,9000000000
2285,171,3,1,1,1,Elahieh,12825000000
2286,66,2,1,1,0,Punak,2460000000
2287,77,2,1,1,1,Aqdasieh,5200000000
2288,40,1,1,1,0,Narmak,1250000000
2289,105,2,1,1,1,Shahr-e-Ziba,2800000000
2290,50,1,1,1,1,Ozgol,3000000000
2291,94,2,1,1,0,Amirabad,3400000000
2292,65,2,1,1,0,West Ferdows Boulevard,2150000000
2293,57,1,1,1,0,Valiasr,750000000
2294,79,2,1,1,1,Parand,410000000
2295,60,2,0,1,0,Jeyhoon,650000000
2297,86,2,1,1,0,Firoozkooh Kuhsar,750000000
2298,80,2,1,1,1,West Ferdows Boulevard,2700000000
2299,68,2,1,1,0,West Ferdows Boulevard,2300000000
2300,43,1,1,1,0,Narmak,1330000000
2301,55,1,1,1,1,West Ferdows Boulevard,1900000000
2302,77,2,1,1,1,Northern Janatabad,2680000000
2303,58,1,0,0,0,Parand,315000000
2304,62,1,1,0,1,Ostad Moein,1440000000
2305,65,2,1,1,0,West Ferdows Boulevard,2200000000
2306,60,1,1,1,1,Salsabil,1530000000
2307,35,1,0,1,0,Salsabil,660000000
2308,54,1,0,1,0,Azarbaijan,1100000000
2309,70,2,1,1,1,Southern Program Organization,2250000000
2310,122,3,1,1,1,Ghoba,6700000000
2311,54,1,0,1,0,Salsabil,901000000
2312,80,2,1,1,1,Shahryar,850000000
2313,71,2,1,1,1,Salsabil,1750000000
2315,61,1,0,1,0,Qasr-od-Dasht,838000000
2316,49,1,0,1,0,Hashemi,1078000000
2317,55,2,1,1,1,Salsabil,1349550000
2318,41,1,0,1,0,Hashemi,840000000
2319,64,2,1,1,0,Salsabil,1100000000
2321,32,1,0,1,0,Hashemi,610000000
2322,52,1,0,1,0,Hashemi,960000000
2323,50,1,0,1,0,Salsabil,640000000
2324,32,1,0,1,1,Eskandari,940000000
2325,40,1,1,1,1,Azarbaijan,1150000000
2326,73,1,0,1,1,Komeil,1460000000
2327,50,1,1,1,0,Andisheh,755000000
2328,45,1,0,1,0,Jeyhoon,745000000
2329,65,2,1,1,0,Qasr-od-Dasht,1280000000
2330,51,1,1,1,1,Salsabil,1150000000
2332,100,2,1,1,0,Pardis,2700000000
2333,55,2,1,1,1,Azarbaijan,1000000000
2334,200,2,0,0,0,Kahrizak,2650000000
2335,38,1,1,1,1,Karoon,1140000000
2336,140,3,1,1,1,Farmanieh,9300000000
2338,58,1,1,1,0,Central Janatabad,2000000000
2339,67,2,0,1,1,Jeyhoon,1200000000
2340,57,1,1,1,0,Salsabil,870000000
2341,53,2,1,1,0,Jeyhoon,1100000000
2342,95,2,1,1,1,Niavaran,8900000000
2343,128,3,1,1,1,Pirouzi,4350000000
2344,62,2,0,0,1,Parand,350000000
2345,60,1,0,1,0,Salsabil,1130000000
2346,52,1,1,1,0,Salsabil,1100000000
2347,52,1,0,1,0,Jeyhoon,1150100000
2348,45,1,0,1,1,Karoon,965000000
2349,60,1,1,1,1,Ekhtiarieh,3000000000
2350,83,2,0,1,1,Valiasr,1700000000
2352,65,2,1,1,0,Karoon,1430000000
2353,115,2,0,1,0,Ostad Moein,1300000000
2354,70,2,1,1,0,Central Janatabad,2100000000
2355,51,1,0,1,0,Salsabil,870000000
2356,100,2,1,1,1,Niavaran,7500000000
2357,115,2,1,1,1,Zaferanieh,10200000000
2359,107,2,1,1,1,Hekmat,6500000000
2360,82,2,1,0,1,Parand,500000000
2363,85,2,1,1,1,Andisheh,1100000000
2364,92,2,1,1,1,Shams Abad,3250000000
2367,65,1,1,1,1,East Ferdows Boulevard,2170000000
2369,95,2,1,1,1,Gheitarieh,9800000000
2373,60,1,1,1,1,Northern Chitgar,1200000000
2374,88,2,0,1,1,Shams Abad,3350000000
2376,55,1,0,1,0,Pirouzi,1600000000
2377,91,2,1,1,1,Ostad Moein,2435000000
2378,80,2,1,1,0,Punak,2800000000
2379,74,2,0,0,0,Parand,440000000
2380,90,2,1,1,0,Pirouzi,1700000000
2381,43,1,0,1,1,Si Metri Ji,750000000
2382,78,2,0,1,1,Parand,430000000
2383,72,2,1,0,1,Parand,385000000
2384,100,2,0,0,0,Kahrizak,1200000000
2385,110,2,1,0,0,Amirabad,4000000000
2386,62,1,0,1,0,Islamshahr,580000000
2387,120,1,0,0,0,Afsarieh,3150000000
2388,120,2,1,1,1,Ekhtiarieh,9000000000
2389,64,2,1,1,1,Ostad Moein,1790000000
2390,147,3,1,1,1,Saadat Abad,9114000000
2391,140,3,1,1,1,Kamranieh,8100000000
2392,170,3,1,1,1,Heravi,7990000000
2393,109,2,1,1,1,Heravi,7100000000
2396,66,1,0,0,0,Shahedshahr,297000000
2397,75,2,0,1,0,Golestan,600000000
2398,63,2,1,1,1,Ostad Moein,1670000000
2399,77,2,1,1,1,Gholhak,6200000000
2400,59,2,1,1,1,Shahr-e-Ziba,1600000000
2402,66,2,1,1,0,Southern Program Organization,2000000000
2403,80,2,1,1,0,Shahr-e-Ziba,2450000000
2404,55,1,0,0,1,Northren Jamalzadeh,1540000000
2405,63,2,0,1,0,Andisheh,410000000
2406,92,2,1,1,1,Punak,4000000000
2407,88,2,1,1,1,Shahrake Gharb,5250000000
2409,75,2,1,1,1,Jeyhoon,1980000000
2410,114,2,1,1,1,Pakdasht,1100000000
2411,80,2,1,1,1,Punak,3000000000
2412,50,1,0,0,0,Shahrake Qods,380000000
2413,66,2,1,1,1,Punak,2950000000
2414,102,2,1,1,1,Sattarkhan,650000000
2415,72,2,1,1,1,Punak,3200000000
2416,62,1,0,0,0,Qasr-od-Dasht,1860000000
2417,110,2,0,1,1,Pakdasht,840000000
2418,70,2,1,1,1,Zafar,5250000000
2419,115,2,1,1,1,Saadat Abad,6000000000
2421,71,2,1,1,0,Jeyhoon,1780000000
2423,125,2,1,1,1,Shahrake Qods,1375000000
2424,42,1,1,0,1,Shahran,1750000000
2425,66,2,1,1,0,Narmak,2200000000
2427,130,4,0,0,0,Mehrabad,6200000000
2428,65,1,1,1,1,Southern Program Organization,2450000000
2429,39,1,0,0,0,Salsabil,760000000
2430,60,2,0,1,1,Qasr-od-Dasht,1850000000
2431,75,2,1,1,1,Salsabil,2260000000
2432,70,1,0,1,0,Salsabil,1180000000
2433,57,2,1,1,1,Salsabil,1600000000
2434,39,1,0,1,0,Salsabil,800000000
2435,70,2,0,0,0,Tehran Now,1700000000
2436,110,2,1,1,1,Ekhtiarieh,6500000000
2437,47,1,0,1,0,Qasr-od-Dasht,870000000
2438,114,2,0,0,0,Northern Suhrawardi,6500000000
2439,60,1,0,1,1,Southern Suhrawardi,2210000000
2440,115,3,1,1,1,Islamshahr,1650000000
2441,110,3,1,1,1,Heravi,5850000000
2442,78,2,1,1,1,Jeyhoon,2050000000
2443,80,2,1,1,1,Ekhtiarieh,4400000000
2444,78,2,0,0,1,Parand,420000000
2445,73,2,1,1,0,Andisheh,868000000
2447,63,2,1,1,0,Azarbaijan,1390000000
2448,98,2,1,1,1,Andisheh,1370000000
2449,105,2,1,1,1,Islamshahr,1500000000
2450,50,1,1,1,0,Tehransar,1250000000
2451,51,1,0,1,1,Kahrizak,610000000
2453,105,3,1,1,1,Kahrizak,1155000000
2454,55,1,0,1,1,Kahrizak,660000000
2455,105,2,1,1,1,Kahrizak,1160000000
2456,105,3,1,1,1,Kahrizak,1312000000
2457,70,2,1,1,1,Kahrizak,714000000
2458,82,2,1,1,1,Kahrizak,820000000
2459,50,1,1,1,1,Mirdamad,3250000000
2460,105,2,1,1,1,Pardis,760000000
2461,110,2,1,1,1,Gholhak,8800000000
2462,85,2,1,1,1,Kahrizak,850000000
2463,78,2,1,1,0,Punak,3100000000
2464,106,2,1,1,1,Pardis,505000000
2465,95,2,1,1,1,Gheitarieh,5700000000
2466,62,1,1,0,1,Tehransar,1530000000
2467,78,2,0,0,0,Damavand,490000000
2469,72,2,1,1,0,Shahran,2600000000
2470,50,1,1,0,0,Parand,375000000
2471,50,1,0,1,0,Abuzar,850000000
2472,103,2,0,1,0,Northern Suhrawardi,3900000000
2473,47,1,1,1,0,Dolatabad,695000000
2474,90,2,1,1,1,Karoon,2000000000
2475,80,2,1,1,1,Punak,3760000000
2477,72,2,1,1,1,Salsabil,1700000000
2479,98,2,1,1,1,Salsabil,2630000000
2480,130,3,0,1,0,Shahrake Qods,600000000
2482,104,2,1,1,1,Shahrake Qods,900000000
2483,140,3,1,1,1,Ekhtiarieh,11000000000
2484,96,2,1,1,1,Shahran,3500000000
2485,58,1,0,1,0,Shahrake Qods,400000000
2486,150,3,1,1,1,Salsabil,4500000000
2487,55,2,1,1,0,Shahran,1870000000
2488,60,1,0,0,0,Shahrake Qods,430000000
2489,98,2,1,1,1,Pardis,790000000
2490,85,2,1,1,1,Shahrake Qods,670000000
2491,85,2,1,0,1,Elm-o-Sanat,3350000000
2493,80,2,1,1,1,Hor Square,1874500000
2494,57,1,0,0,1,Niavaran,3600000000
2495,63,1,1,1,0,Jeyhoon,1200000000
2496,85,2,1,1,1,Hor Square,1957300000
2497,70,2,1,1,1,Hor Square,400000000
2498,100,2,1,1,1,Hor Square,2283900000
2499,90,2,1,1,1,Hor Square,2071150000
2500,75,2,0,0,0,Parand,365000000
2501,42,1,1,0,0,Nezamabad,835000000
2503,83,2,1,1,1,Dolatabad,1490000000
2504,90,2,1,1,1,Damavand,605000000
2505,72,2,1,1,1,Razi,1206000000
2506,52,1,0,0,0,Damavand,375000000
2507,106,2,1,1,1,Damavand,2360000000
2508,73,2,1,1,1,Parand,385000000
2509,100,2,1,1,1,Razi,1850000000
2510,85,2,1,1,0,Shahrake Qods,640000000
2511,49,1,0,0,0,Abuzar,1020000000
2512,115,2,1,1,1,East Pars,5400000000
2513,127,2,1,1,1,Narmak,4826000000
2514,93,2,0,1,1,Gisha,3600000000
2515,47,1,0,0,0,Islamshahr,295000000
2516,117,3,1,1,1,Tarasht,4440000000
2517,182,3,1,1,1,Marzdaran,11600000000
2518,160,3,1,1,1,Azarbaijan,3000000000
2520,163,3,1,1,1,Marzdaran,11100000000
2521,83,2,1,1,0,Damavand,1550000000
2522,142,3,1,1,1,Heravi,6465000000
2523,92,2,1,1,1,Pardis,565000000
2524,100,2,1,0,1,Parand,900000000
2525,60,1,1,1,0,Parand,660000000
2526,58,1,0,0,1,Parand,320000000
2528,85,2,1,1,1,Pardis,650000000
2529,87,2,1,1,1,Pardis,680000000
2531,88,1,0,0,1,Parand,380000000
2533,72,2,1,1,1,Razi,411000000
2534,101,2,1,1,1,Feiz Garden,4550000000
2535,68,2,0,1,1,Parand,310000000
2536,60,1,0,1,1,Islamshahr,660000000
2537,65,2,0,1,1,Islamshahr,780000000
2538,117,2,1,1,1,Shahrake Gharb,10600000000
2539,96,1,0,0,0,Islamshahr,1700000000
2540,98,2,1,1,1,Pardis,910000000
2541,52,1,1,1,0,Andisheh,670000000
2542,85,2,1,1,1,Punak,3400000000
2543,62,2,1,1,1,Punak,1750000000
2544,74,2,0,0,0,Parand,420000000
2545,74,2,0,0,1,Parand,305000000
2546,58,1,0,0,0,Parand,255000000
2547,125,3,1,1,0,Parand,1650000000
2548,75,2,0,0,1,Parand,345000000
2549,58,5,0,0,1,Parand,295000000
2550,74,2,1,1,1,Parand,900000000
2551,45,1,0,1,1,Pirouzi,1250000000
2552,58,1,1,1,1,Parand,275000000
2553,75,2,0,0,0,Parand,245000000
2554,75,2,1,0,1,Parand,305000000
2555,88,2,1,1,1,Southern Janatabad,3500000000
2556,130,2,1,1,0,Jeyhoon,5200000000
2557,120,2,1,1,1,Majidieh,1620000000
2558,85,2,1,1,1,Central Janatabad,3300000000
2559,150,3,1,1,1,Punak,6800000000
2560,165,3,1,1,1,Gheitarieh,9850000000
2562,76,2,1,1,0,West Ferdows Boulevard,1990000000
2563,120,2,1,1,1,Shahrake Gharb,9800000000
2564,165,3,0,1,0,Heshmatieh,4125000000
2567,73,2,1,0,0,Central Janatabad,2750000000
2568,70,2,1,1,1,East Ferdows Boulevard,2750000000
2569,120,3,1,1,1,Shahr-e-Ziba,4530000000
2570,79,2,1,1,1,Persian Gulf Martyrs Lake,2500000000
2571,90,2,1,1,1,Shahrake Qods,980000000
2572,128,2,0,1,0,Parand,950000000
2573,75,2,1,1,1,Southern Janatabad,2300000000
2574,94,2,1,1,1,Taslihat,2650000000
2575,106,2,1,1,1,Pakdasht,900000000
2576,72,2,1,1,1,Punak,2300000000
2578,126,3,1,1,1,Zafar,7676000000
2579,105,2,1,1,0,Rudhen,1100000000
2581,92,2,0,1,1,Kazemabad,3000000000
2582,80,2,1,1,1,Si Metri Ji,1410000000
2583,130,1,1,1,0,Damavand,8500000000
2585,73,2,1,1,1,Persian Gulf Martyrs Lake,2200000000
2586,100,2,0,1,1,Shahedshahr,700000000
2587,80,2,1,1,0,Islamshahr,1100000000
2588,105,2,1,1,1,Feiz Garden,4550000000
2589,59,1,1,1,1,Narmak,2100000000
2590,41,1,1,1,0,Si Metri Ji,780000000
2591,85,2,1,1,1,Zafar,5000000000
2592,66,1,0,1,0,Shahran,1850000000
2594,78,2,0,0,1,Parand,405000000
2595,113,2,1,1,0,Islamshahr,1520000000
2596,88,2,1,1,1,Central Janatabad,4000000000
2597,96,2,0,0,0,Haft Tir,2850000000
2599,59,2,0,1,0,Karoon,1070000000
2600,58,2,0,1,1,Qasr-od-Dasht,1270000000
2601,46,1,0,1,0,Jeyhoon,1013000000
2602,67,1,1,1,1,Shams Abad,2600000000
2603,57,2,0,0,0,Salsabil,1090000000
2604,95,2,1,1,1,Central Janatabad,4000000000
2605,73,1,1,1,1,Pakdasht,480000000
2606,87,2,1,1,1,Pardis,658000000
2607,122,4,1,0,1,Keshavarz Boulevard,2420000000
2608,50,1,0,0,0,Karoon,1000000000
2609,62,1,0,0,0,Karoon,1020000000
2610,86,2,1,1,1,Pasdaran,5400000000
2611,53,1,0,0,0,Jeyhoon,900000000
2612,100,2,1,1,1,Persian Gulf Martyrs Lake,435000000
2613,55,1,1,1,0,Robat Karim,305000000
2614,58,1,0,0,1,Parand,305000000
2615,78,2,1,1,0,Islamshahr,1000000000
2616,145,3,1,1,1,Elahieh,10150000000
2617,110,2,1,1,1,Yousef Abad,6000000000
2618,64,1,1,1,1,Robat Karim,350000000
2619,86,2,0,1,0,East Pars,1204000000
2620,75,2,0,0,0,Damavand,520000000
2621,110,2,1,1,1,Feiz Garden,4550000000
2622,71,2,0,0,0,West Ferdows Boulevard,2000000000
2623,90,2,1,1,1,Southern Janatabad,3750000000
2624,63,1,1,0,1,Pirouzi,2153000000
2625,50,0,1,1,1,Northern Chitgar,345000000
2626,85,2,1,0,1,Pardis,730000000
2627,83,2,1,1,1,Pasdaran,4700000000
2629,57,1,1,1,1,Pasdaran,3700000000
2630,66,2,0,0,0,Feiz Garden,1750000000
2631,74,2,1,1,1,Shahran,2390000000
2632,45,1,1,0,1,Ray - Pilgosh,990000000
2633,78,2,1,1,1,Ekhtiarieh,4700000000
2634,75,2,0,1,1,Parand,280000000
2635,103,2,1,1,1,Islamshahr,1442000000
2636,61,1,0,0,0,Feiz Garden,1800000000
2637,124,3,1,1,1,Shahr-e-Ziba,3900000000
2638,62,1,0,0,0,Damavand,710000000
2639,110,2,1,1,1,Gholhak,7000000000
2640,180,3,1,1,1,Pasdaran,13000000000
2641,40,1,1,1,0,Andisheh,260000000
2642,95,2,1,1,1,Republic,1450000000
2643,104,2,1,1,0,Tehran Now,2200000000
2644,37,1,1,1,0,Andisheh,345000000
2645,60,1,1,1,0,Shahryar,600000000
2646,69,2,1,1,1,Shahran,2600000000
2649,95,2,1,0,1,Niavaran,9000000000
2650,51,1,1,1,0,Andisheh,670000000
2651,106,2,1,1,1,Zargandeh,5600000000
2652,100,2,1,1,1,Narmak,3200000000
2653,80,2,1,1,1,Koohsar,2400000000
2654,78,2,1,1,1,Ghiyamdasht,640000000
2655,90,2,1,1,1,Damavand,1350000000
2656,95,2,0,1,1,Saadat Abad,9500000000
2657,86,3,0,1,1,Parand,330000000
2658,65,1,1,1,1,Golestan,360000000
2659,102,1,0,1,0,Islamshahr,1650000000
2660,75,2,1,1,1,Southern Janatabad,2700000000
2661,150,5,1,1,0,Shahr-e-Ziba,10700000000
2662,60,1,1,1,1,Parand,390000000
2663,72,1,1,1,1,Elahieh,8250000000
2664,93,2,0,0,0,Pirouzi,5500000000
2665,106,2,1,1,1,Gholhak,6400000000
